service,session,window,ip_a,ip_b,packet_count,total_bytes,duration_s,bytes_per_sec,mean_payload_len,std_payload_len,min_payload_len,max_payload_len,mean_iat,std_iat,min_iat,max_iat,burst_count,upload_ratio,label
meet,2,0,172.17.93.240,172.217.24.202,17,11556,0.1978,58433.66,679.76,578.92,31,1258,0.01236,0.019786,0.0,0.062837,1,0.4118,web
meet,2,1,172.17.93.240,172.217.24.202,12,3791,0.1279,29631.86,315.92,475.98,32,1258,0.011631,0.017252,8.2e-05,0.05718,1,0.4167,web
meet,2,0,142.251.220.97,172.17.93.240,16,12426,0.2635,47151.7,776.62,551.07,32,1258,0.017569,0.036363,0.000318,0.124632,2,0.375,web
meet,2,1,142.251.220.97,172.17.93.240,7,1619,0.1445,11203.39,231.29,324.94,30,910,0.024085,0.026279,0.000203,0.074406,1,0.4286,web
meet,2,2,142.251.220.97,172.17.93.240,14,6247,4.6429,1345.5,446.21,502.08,32,1258,0.357144,1.141956,0.000299,4.311191,3,0.4286,web
meet,2,3,142.251.220.97,172.17.93.240,16,5155,1.3185,3909.6,322.19,401.4,32,1254,0.087903,0.178148,0.0,0.70592,3,0.5,web
meet,2,0,142.251.223.8,172.17.93.240,313,302097,1.2824,235563.55,965.17,516.01,32,1258,0.00411,0.018314,0.0,0.224371,5,0.2268,web
meet,2,0,142.251.43.200,172.17.93.240,21,13369,1.1264,11869.1,636.62,563.97,32,1258,0.056318,0.154661,0.0,0.702802,4,0.4286,web
meet,2,0,142.251.222.195,172.17.93.240,28,13863,0.898,15438.28,495.11,538.05,30,1258,0.033258,0.066152,0.0,0.293582,4,0.4643,web
meet,2,0,142.251.221.166,172.17.93.240,56,21603,0.1845,117083.39,385.77,471.17,29,1258,0.003355,0.005964,0.0,0.025696,1,0.4821,web
meet,2,0,142.251.43.130,172.17.93.240,29,15859,0.1329,119360.73,546.86,567.26,32,1258,0.004745,0.01079,0.0,0.052722,1,0.4828,web
meet,2,0,172.17.93.240,192.178.211.84,259,198205,4.518,43869.84,765.27,574.93,31,1258,0.017512,0.160968,0.0,2.471382,3,0.3089,web
meet,2,1,172.17.93.240,192.178.211.84,83,32061,4.2427,7556.67,386.28,473.32,30,1258,0.051741,0.241297,0.0,2.194049,6,0.3855,web
meet,2,2,172.17.93.240,192.178.211.84,11,5012,0.1984,25260.39,455.64,518.92,31,1258,0.019841,0.026435,0.0,0.082723,1,0.2727,web
meet,2,0,142.251.222.166,172.17.93.240,28,14277,0.2091,68283.0,509.89,559.03,30,1258,0.007744,0.012103,0.0,0.04465,1,0.4643,web
meet,2,0,142.251.221.162,172.17.93.240,71,35196,0.3347,105143.49,495.72,538.98,29,1258,0.004782,0.00907,0.0,0.041762,1,0.4648,web
meet,2,0,172.17.93.240,216.239.34.223,22,13328,0.0853,156302.33,605.82,571.66,33,1258,0.004061,0.006042,0.0,0.019644,1,0.4545,web
meet,2,1,172.17.93.240,216.239.34.223,20,2584,4.3755,590.56,129.2,141.07,30,463,0.23029,0.885232,0.000283,3.984783,2,0.5,web
meet,2,2,172.17.93.240,216.239.34.223,11,874,0.38,2299.71,79.45,59.82,30,202,0.038005,0.03815,0.000291,0.12104,2,0.4545,web
meet,2,0,142.251.220.110,172.17.93.240,28,17320,3.9861,4345.11,618.57,558.73,30,1258,0.147633,0.705154,0.0,3.742493,2,0.4643,web
meet,2,1,142.251.220.110,172.17.93.240,54,22577,4.9953,4519.61,418.09,490.84,29,1258,0.094252,0.44175,0.0,2.792088,4,0.4815,web
meet,2,2,142.251.220.110,172.17.93.240,164,96543,4.9914,19341.91,588.68,557.3,30,1258,0.030622,0.163383,0.0,1.638266,6,0.5732,web
meet,2,3,142.251.220.110,172.17.93.240,544,368335,4.2386,86899.13,677.09,558.62,32,1258,0.007806,0.063173,0.0,0.891037,7,0.6195,web
meet,2,4,142.251.220.110,172.17.93.240,257,177575,4.9057,36197.35,690.95,560.69,33,1258,0.019163,0.211427,0.0,3.38166,7,0.6304,web
meet,2,5,142.251.220.110,172.17.93.240,485,319438,2.2251,143563.31,658.64,566.31,33,1258,0.004597,0.013454,0.0,0.165454,3,0.6371,web
meet,2,6,142.251.220.110,172.17.93.240,48,35286,4.9173,7175.85,735.12,583.41,33,1258,0.104624,0.659421,0.0,4.57107,3,0.6042,web
meet,2,0,142.250.183.142,172.17.93.240,47,20216,3.1124,6495.22,430.13,519.29,32,1258,0.067662,0.289033,0.0,1.85519,4,0.4468,data
meet,2,1,142.250.183.142,172.17.93.240,7,1410,0.1483,9506.29,201.43,241.66,32,639,0.02472,0.017558,0.000612,0.04828,1,0.4286,data
meet,2,0,142.250.67.42,172.17.93.240,34,19127,0.542,35291.05,562.56,555.01,31,1258,0.016424,0.06358,0.0,0.372108,2,0.4706,web
meet,2,0,142.251.223.234,172.17.93.240,32,17940,0.3994,44912.12,560.62,569.79,30,1258,0.012885,0.054762,0.0,0.311021,2,0.4688,web
meet,2,0,142.251.222.206,172.17.93.240,85,54597,0.7628,71578.51,642.32,581.2,32,1258,0.00908,0.046767,0.0,0.427209,2,0.4,web
meet,2,0,142.250.182.74,172.17.93.240,59,22940,1.7546,13074.3,388.81,459.83,30,1258,0.030251,0.069196,0.0,0.341425,5,0.4746,web
meet,2,0,142.251.221.99,172.17.93.240,31,15667,0.2999,52237.58,505.39,547.1,32,1258,0.009997,0.035849,0.0,0.199171,2,0.4839,web
meet,3,0,142.250.182.67,172.17.93.240,30,14803,0.2745,53920.46,493.43,538.22,32,1258,0.009467,0.032827,0.0,0.179923,2,0.5,web
meet,3,1,142.250.182.67,172.17.93.240,18,11715,0.0907,129129.95,650.83,578.71,32,1258,0.005337,0.007817,0.0,0.022161,1,0.3889,web
meet,3,0,142.251.221.174,172.17.93.240,26,12493,0.1699,73546.58,480.5,540.59,32,1258,0.006795,0.018781,0.0,0.092945,1,0.5,data
meet,3,1,142.251.221.174,172.17.93.240,21,8864,0.1775,49931.92,422.1,511.07,32,1258,0.008876,0.016038,0.0,0.06811,1,0.4286,data
meet,3,0,172.17.93.240,172.217.24.142,19,12379,0.0581,212976.34,651.53,568.12,32,1258,0.003229,0.005991,0.0,0.02545,1,0.4211,web
meet,3,1,172.17.93.240,172.217.24.142,2310,2048048,4.7799,428474.34,886.6,548.57,29,1258,0.00207,0.020664,0.0,0.894679,8,0.284,web
meet,3,2,172.17.93.240,172.217.24.142,2096,1895414,4.992,379693.33,904.3,545.74,32,1258,0.002383,0.024948,0.0,0.737061,8,0.2872,web
meet,3,3,172.17.93.240,172.217.24.142,1274,1181784,2.4007,492259.85,927.62,533.04,32,1258,0.001886,0.023517,0.0,0.814758,3,0.2747,web
meet,3,4,172.17.93.240,172.217.24.142,984,747724,4.9734,150345.76,759.88,563.98,30,1258,0.005059,0.070787,0.0,2.166908,8,0.4075,web
meet,3,5,172.17.93.240,172.217.24.142,185,107403,4.7422,22648.53,580.56,567.71,30,1258,0.025773,0.113751,0.0,0.889244,8,0.4324,web
meet,3,6,172.17.93.240,172.217.24.142,121,94719,2.3381,40510.29,782.8,561.02,32,1258,0.019485,0.173574,0.0,1.909193,2,0.3636,web
meet,3,0,142.251.155.119,172.17.93.240,63,20456,4.5177,4527.98,324.7,465.59,29,1258,0.072866,0.223485,0.0,1.63373,10,0.4762,web
meet,3,1,142.251.155.119,172.17.93.240,16,3066,0.6061,5058.62,191.62,321.76,31,1254,0.040406,0.059304,0.000433,0.203932,3,0.5,web
meet,3,2,142.251.155.119,172.17.93.240,10,348,4.9072,70.92,34.8,2.23,32,37,0.545249,1.047357,0.006481,3.313333,4,0.5,web
meet,3,3,142.251.155.119,172.17.93.240,6,212,1.721,123.19,35.33,1.7,33,37,0.344191,0.400956,0.019869,1.045944,3,0.5,web
meet,3,4,142.251.155.119,172.17.93.240,6,213,4.5862,46.44,35.5,1.5,34,37,0.91724,1.247185,0.033458,3.228103,3,0.5,web
meet,3,0,142.250.182.78,172.17.93.240,296,162487,2.8958,56110.55,548.94,551.53,31,1258,0.009816,0.050656,0.0,0.649908,8,0.375,web
meet,3,0,142.251.43.35,172.17.93.240,654,612867,4.9915,122782.0,937.11,527.79,32,1258,0.007644,0.090924,0.0,1.887285,4,0.2477,web
meet,3,1,142.251.43.35,172.17.93.240,22,12826,0.4918,26080.13,583.0,562.52,33,1258,0.023419,0.077003,0.0,0.366129,2,0.4545,web
meet,3,2,142.251.43.35,172.17.93.240,272,233129,4.9969,46654.34,857.09,562.45,29,1258,0.018439,0.243299,0.0,4.010639,3,0.3015,web
meet,3,3,142.251.43.35,172.17.93.240,114,102861,4.9446,20802.64,902.29,530.73,34,1258,0.043758,0.425171,0.0,4.542011,2,0.2105,web
meet,3,4,142.251.43.35,172.17.93.240,1422,1413991,1.1094,1274609.19,994.37,500.4,33,1258,0.000781,0.001582,0.0,0.029064,1,0.2124,web
meet,3,5,142.251.43.35,172.17.93.240,1702,1693237,4.9722,340542.23,994.85,499.75,33,1258,0.002923,0.049851,0.0,1.580205,4,0.2115,web
meet,3,6,142.251.43.35,172.17.93.240,3281,3293434,2.8989,1136114.54,1003.79,494.27,33,1258,0.000884,0.005558,0.0,0.301308,2,0.2066,web
meet,3,0,142.250.77.99,172.17.93.240,895,770288,4.2818,179900.04,860.66,561.04,31,1258,0.004789,0.060334,0.0,1.431531,3,0.2994,web
meet,3,1,142.250.77.99,172.17.93.240,2562,2392062,4.0243,594407.72,933.67,531.48,29,1258,0.001571,0.019314,0.0,0.906023,3,0.2486,web
meet,3,0,142.251.220.97,172.17.93.240,659,651772,1.2204,534079.64,989.03,502.92,32,1258,0.001855,0.003621,0.0,0.04781,1,0.22,web
meet,3,1,142.251.220.97,172.17.93.240,14,6521,4.5592,1430.28,465.79,524.52,30,1258,0.35071,1.171039,0.0,4.40701,2,0.3571,web
meet,3,0,142.250.205.40,172.17.93.240,314,303177,0.9803,309277.15,965.53,516.23,32,1258,0.003132,0.014243,0.0,0.185908,3,0.2293,web
meet,3,0,142.251.43.200,172.17.93.240,21,13372,1.908,7008.28,636.76,564.45,32,1258,0.095401,0.343814,0.000163,1.589698,2,0.4286,web
meet,3,0,142.251.222.195,172.17.93.240,34,14450,0.78,18525.36,425.0,514.61,29,1258,0.023637,0.047539,0.0,0.236752,3,0.4706,web
meet,3,0,142.251.221.166,172.17.93.240,62,20685,0.4151,49836.28,333.63,436.44,29,1258,0.006804,0.025468,0.0,0.195485,2,0.4839,web
meet,3,0,142.251.43.130,172.17.93.240,30,15978,0.1256,127243.23,532.6,563.88,32,1258,0.00433,0.011121,0.0,0.056561,1,0.5,web
meet,3,0,142.251.222.130,172.17.93.240,64,32444,0.1923,168714.43,506.94,540.47,29,1258,0.003052,0.005103,0.0,0.029095,1,0.4844,web
meet,3,0,172.17.93.240,192.178.211.84,257,197827,4.3868,45095.61,769.75,576.58,32,1258,0.017136,0.160821,0.0,2.471932,3,0.3113,web
meet,3,1,172.17.93.240,192.178.211.84,71,31917,4.9912,6394.67,449.54,505.25,30,1258,0.071303,0.380326,0.0,3.201425,7,0.3803,web
meet,3,2,172.17.93.240,192.178.211.84,16,2446,0.6383,3832.34,152.88,207.31,30,575,0.04255,0.044867,0.000201,0.136596,4,0.4375,web
meet,3,0,172.17.93.240,216.239.38.223,26,13674,0.1802,75871.07,525.92,558.92,33,1258,0.007209,0.010651,9.7e-05,0.040226,1,0.4231,web
meet,3,1,172.17.93.240,216.239.38.223,11,1182,0.4587,2576.71,107.45,128.04,30,434,0.045872,0.040582,0.00028,0.120255,3,0.4545,web
meet,3,0,142.251.220.110,172.17.93.240,34,19680,4.9282,3993.36,578.82,557.0,30,1258,0.149339,0.765161,0.0,4.47102,3,0.4706,web
meet,3,1,142.251.220.110,172.17.93.240,177,97078,2.3957,40522.42,548.46,533.37,29,1258,0.013612,0.080194,0.0,0.976434,4,0.548,web
meet,3,2,142.251.220.110,172.17.93.240,567,376584,4.052,92938.12,664.17,560.37,32,1258,0.007159,0.075636,0.0,1.723251,6,0.5996,web
meet,3,3,142.251.220.110,172.17.93.240,125,89084,4.9873,17862.2,712.67,575.55,33,1258,0.04022,0.296153,0.0,3.183105,5,0.672,web
meet,3,4,142.251.220.110,172.17.93.240,397,242955,4.4477,54624.84,611.98,555.24,33,1258,0.011232,0.088327,0.0,1.608011,7,0.5919,web
meet,3,5,142.251.220.110,172.17.93.240,59,37807,3.2225,11732.04,640.8,570.86,33,1258,0.055561,0.353934,0.0,2.717977,3,0.6102,web
meet,3,6,142.251.220.110,172.17.93.240,24,14659,0.0969,151349.7,610.79,571.43,34,1258,0.004211,0.010131,5.8e-05,0.050262,1,0.5833,web
meet,3,7,142.251.220.110,172.17.93.240,7,5089,0.015,339674.61,727.0,596.62,34,1258,0.002497,0.003819,7.2e-05,0.010613,1,0.7143,web
meet,3,0,142.250.67.42,172.17.93.240,27,16248,0.6179,26293.47,601.78,552.17,31,1258,0.023767,0.070104,0.0,0.356255,2,0.4444,web
meet,3,0,142.250.193.170,172.17.93.240,28,17734,0.4586,38672.15,633.36,573.27,30,1258,0.016984,0.067118,0.0,0.356064,2,0.4286,web
meet,3,0,142.251.222.206,172.17.93.240,87,55038,0.4984,110430.01,632.62,580.51,32,1258,0.005795,0.028344,0.0,0.261309,2,0.4138,web
meet,3,0,142.250.183.170,172.17.93.240,40,19526,0.488,40012.61,488.15,529.22,30,1258,0.012513,0.036074,0.0,0.216083,2,0.475,web
meet,3,0,142.251.221.99,172.17.93.240,32,16883,0.2877,58676.3,527.59,557.34,32,1258,0.009282,0.035544,0.0,0.201161,2,0.4688,web
meet,4,0,142.250.182.67,172.17.93.240,50,26665,0.3552,75064.93,533.3,566.13,32,1258,0.00725,0.029115,0.0,0.201231,2,0.48,web
meet,4,1,142.250.182.67,172.17.93.240,25,13566,0.0687,197456.75,542.64,564.35,32,1258,0.002863,0.004985,0.0,0.021712,1,0.4,web
meet,4,0,142.251.223.174,172.17.93.240,27,12472,0.1154,108060.11,461.93,537.85,32,1258,0.004439,0.010241,0.0,0.045868,1,0.4815,data
meet,4,1,142.251.223.174,172.17.93.240,26,9761,0.1823,53536.09,375.42,475.32,32,1258,0.007293,0.010548,0.0,0.035201,1,0.4615,data
meet,4,0,142.251.157.119,172.17.93.240,1422,1189658,4.9914,238341.77,836.61,563.12,30,1258,0.003513,0.045233,0.0,1.478151,4,0.2918,web
meet,4,1,142.251.157.119,172.17.93.240,42,5718,2.1746,2629.49,136.14,259.95,30,1253,0.053038,0.133858,0.0,0.78936,5,0.5,web
meet,4,2,142.251.157.119,172.17.93.240,10,350,4.9508,70.7,35.0,2.0,33,37,0.550086,0.824973,0.008489,2.287877,5,0.5,web
meet,4,3,142.251.157.119,172.17.93.240,7,250,3.0029,83.25,35.71,1.48,34,37,0.500484,0.680089,0.007941,1.666625,3,0.5714,web
meet,4,0,142.250.77.99,172.17.93.240,871,763554,4.3215,176685.72,876.64,554.71,31,1258,0.004967,0.052098,0.0,0.961862,4,0.2847,web
meet,4,1,142.250.77.99,172.17.93.240,67,58130,0.146,398082.68,867.61,560.79,34,1258,0.002212,0.004276,9.7e-05,0.030519,1,0.2985,web
meet,4,2,142.250.77.99,172.17.93.240,2485,2378391,3.8917,611151.82,957.1,518.64,32,1258,0.001567,0.029431,0.0,1.463286,2,0.2338,web
meet,4,3,142.250.77.99,172.17.93.240,13,8084,0.0687,117657.43,621.85,590.05,32,1258,0.005726,0.009898,0.0,0.025367,1,0.3846,web
meet,4,0,172.17.93.240,172.217.24.98,31,13553,3.3112,4093.11,437.19,523.35,29,1258,0.110372,0.507649,0.0,2.840951,2,0.4839,web
meet,4,0,142.250.183.174,172.17.93.240,17,12295,0.0593,207355.78,723.24,559.09,32,1258,0.003706,0.006953,0.0,0.025897,1,0.4118,web
meet,4,1,142.250.183.174,172.17.93.240,2260,2043788,4.9216,415267.84,904.33,542.91,29,1258,0.002179,0.021464,0.0,0.902526,6,0.2699,web
meet,4,2,142.250.183.174,172.17.93.240,2616,2389649,4.596,519938.61,913.47,539.36,31,1258,0.001758,0.013187,0.0,0.427762,9,0.2802,web
meet,4,3,142.250.183.174,172.17.93.240,251,200914,4.9982,40197.09,800.45,547.84,32,1258,0.019993,0.273257,0.0,4.328423,3,0.4781,web
meet,4,4,142.250.183.174,172.17.93.240,1428,1169120,3.4386,340002.56,818.71,554.43,30,1258,0.00241,0.012501,0.0,0.37257,3,0.4363,web
meet,4,5,142.250.183.174,172.17.93.240,76,63840,3.4847,18319.87,840.0,564.66,32,1258,0.046463,0.380502,0.0,3.319391,2,0.3289,web
meet,4,6,142.250.183.174,172.17.93.240,8,2786,0.0727,38320.73,348.25,437.93,30,1251,0.010386,0.015929,0.000156,0.048746,1,0.5,web
meet,4,7,142.250.183.174,172.17.93.240,15,4950,1.9725,2509.48,330.0,437.15,30,1258,0.140894,0.445054,0.0,1.742321,2,0.4667,web
meet,4,0,142.251.222.170,172.17.93.240,35,18374,0.184,99839.41,524.97,553.64,32,1258,0.005413,0.01628,0.0,0.090575,1,0.4571,web
meet,4,1,142.251.222.170,172.17.93.240,30,12303,0.6748,18231.16,410.1,503.08,29,1258,0.02327,0.048165,0.0,0.234678,3,0.4333,web
meet,4,0,142.251.43.35,172.17.93.240,751,668022,4.9982,133653.63,889.51,547.69,30,1258,0.006664,0.088895,0.0,2.357111,7,0.261,web
meet,4,1,142.251.43.35,172.17.93.240,29,16136,0.5505,29310.87,556.41,558.78,33,1258,0.019661,0.074226,0.0,0.404694,2,0.4483,web
meet,4,2,142.251.43.35,172.17.93.240,188,171857,4.972,34565.19,914.13,524.88,29,1258,0.026588,0.208227,0.0,2.261032,4,0.2234,web
meet,4,3,142.251.43.35,172.17.93.240,153,138063,3.6268,38067.44,902.37,545.89,34,1258,0.023861,0.274216,0.0,3.393033,2,0.2418,web
meet,4,4,142.251.43.35,172.17.93.240,2397,2480540,4.9988,496223.66,1034.85,469.76,33,1258,0.002086,0.036897,0.0,1.470814,4,0.1798,web
meet,4,5,142.251.43.35,172.17.93.240,2469,2520972,2.3951,1052570.68,1021.05,481.09,33,1258,0.00097,0.005285,0.0,0.242167,2,0.192,web
meet,4,0,142.250.182.78,172.17.93.240,399,251214,2.947,85243.09,629.61,568.98,31,1258,0.007405,0.063063,0.0,0.890853,4,0.3534,web
meet,4,0,142.251.220.97,172.17.93.240,23,14269,0.2716,52538.11,620.39,564.32,33,1258,0.012345,0.024066,0.0,0.0935,1,0.4348,web
meet,4,1,142.251.220.97,172.17.93.240,17,7238,4.6758,1547.98,425.76,502.48,30,1258,0.292236,1.092314,0.0,4.522527,2,0.4118,web
meet,4,2,142.251.220.97,172.17.93.240,16,5145,1.2585,4088.23,321.56,401.3,32,1254,0.083899,0.186209,0.0,0.765305,3,0.5,web
meet,4,0,142.250.205.40,172.17.93.240,325,302235,0.9503,318036.49,929.95,537.01,32,1258,0.002933,0.015608,0.0,0.263352,2,0.2492,web
meet,4,0,142.250.77.136,172.17.93.240,22,13436,1.054,12747.9,610.73,565.19,32,1258,0.050189,0.16729,0.0,0.789991,2,0.4091,web
meet,4,0,142.251.222.195,172.17.93.240,29,13951,0.747,18675.11,481.07,535.9,30,1258,0.02668,0.053005,0.0,0.25404,3,0.4828,web
meet,4,0,142.251.221.166,172.17.93.240,56,19548,0.4774,40947.48,349.07,449.82,29,1258,0.00868,0.020779,0.0,0.09954,1,0.4643,web
meet,4,0,142.250.182.66,172.17.93.240,36,18618,0.2043,91151.25,517.17,562.47,32,1258,0.005836,0.012953,0.0,0.063253,1,0.4722,web
meet,4,0,142.251.222.130,172.17.93.240,66,32058,0.2585,124017.6,485.73,542.32,29,1258,0.003977,0.009048,0.0,0.054545,1,0.4545,web
meet,4,0,172.17.93.240,192.178.211.84,68,21956,4.4919,4887.96,322.88,448.89,30,1258,0.067043,0.323786,0.0,2.455294,4,0.5,web
meet,4,1,172.17.93.240,192.178.211.84,98,34515,4.8688,7089.01,352.19,465.95,29,1258,0.050194,0.245108,0.0,2.40928,7,0.4592,web
meet,4,2,172.17.93.240,192.178.211.84,19,4078,0.8961,4551.02,214.63,313.93,33,1258,0.049781,0.114989,0.0,0.509229,3,0.4211,web
meet,4,0,172.17.93.240,216.239.36.223,22,13377,0.0676,197986.53,608.05,570.41,33,1258,0.003217,0.004814,0.0,0.014158,1,0.4091,web
meet,4,1,172.17.93.240,216.239.36.223,16,1975,0.3344,5905.64,123.44,142.48,30,434,0.022295,0.023441,0.0,0.061733,1,0.5,web
meet,4,0,142.251.222.174,172.17.93.240,36,17215,4.5744,3763.31,478.19,517.01,32,1258,0.130698,0.738963,0.0,4.439296,2,0.4444,web
meet,4,1,142.251.222.174,172.17.93.240,194,104356,4.8525,21505.59,537.92,535.34,29,1258,0.025143,0.140577,0.0,1.624836,6,0.5412,web
meet,4,2,142.251.222.174,172.17.93.240,586,391395,4.9147,79637.95,667.91,558.53,30,1258,0.008401,0.085122,0.0,1.771247,6,0.6075,web
meet,4,3,142.251.222.174,172.17.93.240,796,513960,3.694,139131.99,645.68,563.42,33,1258,0.004647,0.022337,0.0,0.437215,7,0.5955,web
meet,4,4,142.251.222.174,172.17.93.240,21,13980,0.2464,56748.52,665.71,582.02,33,1258,0.012318,0.046274,0.0,0.213673,2,0.619,web
meet,4,5,142.251.222.174,172.17.93.240,7,3095,0.117,26448.44,442.14,480.92,34,1251,0.019503,0.030453,0.000478,0.087029,1,0.5714,web
meet,4,0,142.250.193.170,172.17.93.240,47,25053,0.4749,52755.06,533.04,567.41,30,1258,0.010324,0.02256,0.0,0.118013,2,0.4681,web
meet,4,0,142.251.222.206,172.17.93.240,85,54592,0.4271,127806.29,642.26,585.1,32,1258,0.005085,0.020807,0.0,0.18502,2,0.4,web
meet,4,0,142.250.183.170,172.17.93.240,60,25389,1.2628,20104.6,423.15,478.6,32,1258,0.021404,0.056143,0.0,0.277913,4,0.4833,web
meet,4,0,142.251.221.99,172.17.93.240,27,14156,0.277,51100.3,524.3,552.34,32,1258,0.010655,0.031991,0.0,0.165039,2,0.4815,web
soundcloud,1,0,142.251.43.227,172.17.93.240,39,20538,4.0086,5123.49,526.62,544.54,32,1258,0.105489,0.579842,0.0,3.625026,3,0.4359,web
soundcloud,1,1,142.251.43.227,172.17.93.240,23,14488,0.0557,259987.23,629.91,574.51,33,1258,0.002533,0.004595,0.0,0.017095,1,0.4348,web
soundcloud,1,2,142.251.43.227,172.17.93.240,21,6021,4.7572,1265.65,286.71,402.09,32,1254,0.237861,0.922419,0.0,4.252007,4,0.4762,web
soundcloud,1,3,142.251.43.227,172.17.93.240,26,12148,0.2863,42431.06,467.23,527.14,30,1258,0.011452,0.040036,0.0,0.205106,2,0.4615,web
soundcloud,1,0,142.251.221.187,172.17.93.240,292,269945,0.2361,1143424.37,924.47,539.97,34,1258,0.000811,0.002283,0.0,0.019878,1,0.2637,data
soundcloud,1,0,142.250.182.78,172.17.93.240,41,18316,0.193,94917.46,446.73,522.32,32,1258,0.004824,0.011413,0.0,0.060318,1,0.4878,data
soundcloud,1,1,142.250.182.78,172.17.93.240,23,11423,0.1233,92637.99,496.65,540.97,32,1258,0.005605,0.011542,0.0,0.046166,1,0.4783,data
soundcloud,1,2,142.250.182.78,172.17.93.240,31,13109,0.177,74051.95,422.87,523.03,30,1258,0.005901,0.01028,0.0,0.046507,1,0.4516,data
soundcloud,1,0,172.17.93.240,216.239.36.223,37,19372,0.3644,53168.12,523.57,563.48,32,1258,0.010121,0.041265,0.0,0.251281,2,0.4865,data
soundcloud,1,0,172.17.93.240,172.217.24.162,337,280975,2.254,124655.37,833.75,567.64,31,1258,0.006708,0.087923,0.0,1.609517,3,0.3116,web
soundcloud,1,0,172.17.93.240,18.67.161.67,211,160834,1.7748,90620.04,762.25,636.28,51,1460,0.008452,0.075594,0.0,1.055974,3,0.3697,web
soundcloud,1,0,172.17.93.240,34.128.128.0,13,7862,0.1886,41693.21,604.77,542.29,32,1258,0.015714,0.034788,0.0,0.120701,2,0.3846,web
soundcloud,1,1,172.17.93.240,34.128.128.0,6,1511,0.193,7829.61,251.83,374.13,32,1061,0.038597,0.022674,0.004419,0.070589,1,0.5,web
soundcloud,1,0,172.17.93.240,216.239.32.223,31,13449,3.4985,3844.18,433.84,516.63,32,1258,0.116618,0.503159,0.0,2.821286,3,0.4194,web
soundcloud,1,1,172.17.93.240,216.239.32.223,7,907,0.1491,6082.21,129.57,106.16,32,261,0.024854,0.017633,0.0,0.042222,1,0.4286,web
soundcloud,1,0,172.17.93.240,18.161.246.119,33,23122,0.1848,125133.15,700.67,555.85,51,1460,0.005774,0.016609,0.0,0.070017,1,0.4242,web
soundcloud,1,0,142.250.77.98,172.17.93.240,132,67318,4.0208,16742.25,509.98,554.82,29,1258,0.030693,0.162874,0.0,1.734755,7,0.4318,web
soundcloud,1,0,172.17.93.240,18.67.161.118,41,30138,0.4109,73350.72,735.07,558.82,51,1460,0.010272,0.030055,0.0,0.138186,3,0.4146,web
soundcloud,1,0,172.17.93.240,216.239.34.223,2846,2897830,4.1697,694976.3,1018.21,482.08,32,1258,0.001466,0.012416,0.0,0.630056,2,0.1929,web
soundcloud,1,0,142.250.183.129,172.17.93.240,35,20415,0.1997,102250.5,583.29,573.46,32,1258,0.005872,0.013431,0.0,0.074566,1,0.4857,web
soundcloud,1,0,172.17.93.240,57.144.54.1,30,15307,0.5826,26275.69,510.23,536.24,42,1258,0.020088,0.05903,0.0,0.309185,3,0.4333,web
soundcloud,1,0,142.250.205.130,172.17.93.240,72,41663,3.022,13786.52,578.65,565.88,29,1258,0.042564,0.320455,0.0,2.722815,2,0.4444,web
soundcloud,1,0,142.251.43.131,172.17.93.240,49,22868,3.6474,6269.7,466.69,538.41,31,1258,0.075987,0.426314,0.0,2.980463,4,0.5306,web
soundcloud,1,1,142.251.43.131,172.17.93.240,146,113261,4.0351,28069.19,775.76,593.9,31,1258,0.027828,0.248634,0.0,2.972906,5,0.637,web
soundcloud,1,2,142.251.43.131,172.17.93.240,19,5608,3.5945,1560.15,295.16,462.72,30,1258,0.199696,0.673855,3.4e-05,2.963579,4,0.5789,web
